study_id,timepoint_category,prevalence,N,iter
Parnanen_2019_infant,DOL 9-42,0.21875,32,83
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,83
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,83
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,83
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,84
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,84
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,84
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,84
Gibson_2016_preterm,DOL 43-455,0.1875,16,84
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,84
Morrow_2016_preterm_infants,DOL 1-8,0.18867924528301888,53,84
Morrow_2016_preterm_infants,DOL 9-42,0,20,84
PRIMAL,DOL 1-8,0.09482758620689655,116,84
PRIMAL,DOL 43-455,0.06,50,84
PRIMAL,DOL 9-42,0.24423963133640553,434,84
Parnanen_2019_infant,DOL 1-8,0,1,84
Parnanen_2019_infant,DOL 9-42,0.21875,32,84
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,84
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,84
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,84
Gasparrini_2019_infant,DOL 1-8,0.3333333333333333,21,85
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,85
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,85
Gibson_2016_preterm,DOL 1-8,0.17543859649122806,114,85
Gibson_2016_preterm,DOL 43-455,0.125,16,85
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,85
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,85
Morrow_2016_preterm_infants,DOL 9-42,0,20,85
PRIMAL,DOL 1-8,0.09482758620689655,116,85
PRIMAL,DOL 43-455,0.04,50,85
PRIMAL,DOL 9-42,0.26497695852534564,434,85
Parnanen_2019_infant,DOL 1-8,0,1,85
Parnanen_2019_infant,DOL 9-42,0.1875,32,85
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,85
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,85
Rahman_2018_preterm_NICU,DOL 9-42,0.1368421052631579,190,85
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,86
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,86
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,86
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,86
Gibson_2016_preterm,DOL 43-455,0.125,16,86
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,86
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,86
Morrow_2016_preterm_infants,DOL 9-42,0,20,86
PRIMAL,DOL 1-8,0.11206896551724138,116,86
PRIMAL,DOL 43-455,0.02,50,86
PRIMAL,DOL 9-42,0.2557603686635945,434,86
Parnanen_2019_infant,DOL 1-8,0,1,86
Parnanen_2019_infant,DOL 9-42,0.1875,32,86
Rahman_2018_preterm_NICU,DOL 1-8,0.12903225806451613,93,86
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,86
Rahman_2018_preterm_NICU,DOL 9-42,0.09473684210526316,190,86
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,87
Gasparrini_2019_infant,DOL 43-455,0.09523809523809523,63,87
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,87
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,87
Gibson_2016_preterm,DOL 43-455,0.125,16,87
Gibson_2016_preterm,DOL 9-42,0.24731182795698925,93,87
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,87
Morrow_2016_preterm_infants,DOL 9-42,0,20,87
PRIMAL,DOL 1-8,0.09482758620689655,116,87
PRIMAL,DOL 43-455,0.02,50,87
PRIMAL,DOL 9-42,0.26497695852534564,434,87
Parnanen_2019_infant,DOL 1-8,0,1,87
Parnanen_2019_infant,DOL 9-42,0.15625,32,87
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,87
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,87
Rahman_2018_preterm_NICU,DOL 9-42,0.12631578947368421,190,87
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,88
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,88
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,88
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,88
Gibson_2016_preterm,DOL 43-455,0.125,16,88
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,88
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,88
Morrow_2016_preterm_infants,DOL 9-42,0,20,88
PRIMAL,DOL 1-8,0.09482758620689655,116,88
PRIMAL,DOL 43-455,0.06,50,88
PRIMAL,DOL 9-42,0.2626728110599078,434,88
Parnanen_2019_infant,DOL 1-8,0,1,88
Parnanen_2019_infant,DOL 9-42,0.21875,32,88
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,88
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,88
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,88
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,89
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,89
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,89
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,89
Gibson_2016_preterm,DOL 43-455,0.0625,16,89
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,89
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,89
Morrow_2016_preterm_infants,DOL 9-42,0,20,89
PRIMAL,DOL 1-8,0.10344827586206896,116,89
PRIMAL,DOL 43-455,0.02,50,89
PRIMAL,DOL 9-42,0.25806451612903225,434,89
Parnanen_2019_infant,DOL 1-8,0,1,89
Parnanen_2019_infant,DOL 9-42,0.15625,32,89
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,89
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,89
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,89
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,90
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,90
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,90
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,90
Gibson_2016_preterm,DOL 43-455,0.1875,16,90
Gibson_2016_preterm,DOL 9-42,0.25806451612903225,93,90
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,90
Morrow_2016_preterm_infants,DOL 9-42,0,20,90
PRIMAL,DOL 1-8,0.1206896551724138,116,90
PRIMAL,DOL 43-455,0.04,50,90
PRIMAL,DOL 9-42,0.2488479262672811,434,90
Parnanen_2019_infant,DOL 1-8,0,1,90
Parnanen_2019_infant,DOL 9-42,0.15625,32,90
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,90
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,90
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,90
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,91
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,91
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,91
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,91
Gibson_2016_preterm,DOL 43-455,0.125,16,91
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,91
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,91
Morrow_2016_preterm_infants,DOL 9-42,0,20,91
PRIMAL,DOL 1-8,0.08620689655172414,116,91
PRIMAL,DOL 43-455,0.04,50,91
PRIMAL,DOL 9-42,0.27880184331797236,434,91
Parnanen_2019_infant,DOL 1-8,0,1,91
Parnanen_2019_infant,DOL 9-42,0.125,32,91
Rahman_2018_preterm_NICU,DOL 1-8,0.13978494623655913,93,91
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,91
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,91
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,92
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,92
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,92
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,92
Gibson_2016_preterm,DOL 43-455,0.1875,16,92
Gibson_2016_preterm,DOL 9-42,0.3010752688172043,93,92
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,92
Morrow_2016_preterm_infants,DOL 9-42,0,20,92
PRIMAL,DOL 1-8,0.09482758620689655,116,92
PRIMAL,DOL 43-455,0.08,50,92
PRIMAL,DOL 9-42,0.2764976958525346,434,92
Parnanen_2019_infant,DOL 1-8,0,1,92
Parnanen_2019_infant,DOL 9-42,0.15625,32,92
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,92
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,92
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,92
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,93
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,93
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,93
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,93
Gibson_2016_preterm,DOL 43-455,0.125,16,93
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,93
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,93
Morrow_2016_preterm_infants,DOL 9-42,0,20,93
PRIMAL,DOL 1-8,0.09482758620689655,116,93
PRIMAL,DOL 43-455,0.06,50,93
PRIMAL,DOL 9-42,0.2626728110599078,434,93
Parnanen_2019_infant,DOL 1-8,0,1,93
Parnanen_2019_infant,DOL 9-42,0.15625,32,93
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,93
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,93
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,93
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,94
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,94
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,94
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,94
Gibson_2016_preterm,DOL 43-455,0.125,16,94
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,94
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,94
Morrow_2016_preterm_infants,DOL 9-42,0,20,94
PRIMAL,DOL 1-8,0.09482758620689655,116,94
PRIMAL,DOL 43-455,0.02,50,94
PRIMAL,DOL 9-42,0.26036866359447003,434,94
Parnanen_2019_infant,DOL 1-8,0,1,94
Parnanen_2019_infant,DOL 9-42,0.15625,32,94
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,94
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,94
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,94
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,95
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,95
Gasparrini_2019_infant,DOL 9-42,0.15384615384615385,26,95
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,95
Gibson_2016_preterm,DOL 43-455,0.125,16,95
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,95
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,95
Morrow_2016_preterm_infants,DOL 9-42,0,20,95
PRIMAL,DOL 1-8,0.09482758620689655,116,95
PRIMAL,DOL 43-455,0.04,50,95
PRIMAL,DOL 9-42,0.2534562211981567,434,95
Parnanen_2019_infant,DOL 1-8,0,1,95
Parnanen_2019_infant,DOL 9-42,0.15625,32,95
Rahman_2018_preterm_NICU,DOL 1-8,0.08602150537634409,93,95
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,95
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,95
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,96
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,96
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,96
Gibson_2016_preterm,DOL 1-8,0.18421052631578946,114,96
Gibson_2016_preterm,DOL 43-455,0.125,16,96
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,96
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,96
Morrow_2016_preterm_infants,DOL 9-42,0,20,96
PRIMAL,DOL 1-8,0.09482758620689655,116,96
PRIMAL,DOL 43-455,0.04,50,96
PRIMAL,DOL 9-42,0.2626728110599078,434,96
Parnanen_2019_infant,DOL 1-8,0,1,96
Parnanen_2019_infant,DOL 9-42,0.21875,32,96
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,96
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,96
Rahman_2018_preterm_NICU,DOL 9-42,0.08947368421052632,190,96
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,97
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,97
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,97
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,97
Gibson_2016_preterm,DOL 43-455,0.125,16,97
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,97
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,97
Morrow_2016_preterm_infants,DOL 9-42,0,20,97
PRIMAL,DOL 1-8,0.08620689655172414,116,97
PRIMAL,DOL 43-455,0.06,50,97
PRIMAL,DOL 9-42,0.26497695852534564,434,97
Parnanen_2019_infant,DOL 1-8,0,1,97
Parnanen_2019_infant,DOL 9-42,0.15625,32,97
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,97
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,97
Rahman_2018_preterm_NICU,DOL 9-42,0.12105263157894737,190,97
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,98
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,98
Gasparrini_2019_infant,DOL 9-42,0.19230769230769232,26,98
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,98
Gibson_2016_preterm,DOL 43-455,0.125,16,98
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,98
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,98
Morrow_2016_preterm_infants,DOL 9-42,0,20,98
PRIMAL,DOL 1-8,0.09482758620689655,116,98
PRIMAL,DOL 43-455,0.06,50,98
PRIMAL,DOL 9-42,0.25806451612903225,434,98
Parnanen_2019_infant,DOL 1-8,0,1,98
Parnanen_2019_infant,DOL 9-42,0.1875,32,98
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,98
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,98
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,98
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,99
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,99
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,99
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,99
Gibson_2016_preterm,DOL 43-455,0.125,16,99
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,99
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,99
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,99
PRIMAL,DOL 1-8,0.09482758620689655,116,99
PRIMAL,DOL 43-455,0.08,50,99
PRIMAL,DOL 9-42,0.2626728110599078,434,99
Parnanen_2019_infant,DOL 1-8,0,1,99
Parnanen_2019_infant,DOL 9-42,0.15625,32,99
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,99
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,99
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,99
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,100
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,100
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,100
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,100
Gibson_2016_preterm,DOL 43-455,0.125,16,100
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,100
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,100
Morrow_2016_preterm_infants,DOL 9-42,0,20,100
PRIMAL,DOL 1-8,0.10344827586206896,116,100
PRIMAL,DOL 43-455,0.12,50,100
PRIMAL,DOL 9-42,0.2834101382488479,434,100
Parnanen_2019_infant,DOL 1-8,0,1,100
Parnanen_2019_infant,DOL 9-42,0.1875,32,100
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,100
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,100
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,100
